subject,relation,object,cat
意式烩扁豆,食谱的食材构成,干香草碎,D
Italian Braised Lentils,Ingredient,Dried Herbs,D
香煎秋刀鱼,食谱的功效,滋阴,食谱的功效
Pan-Fried Pacific Saury,Health Benefit,Nourish Yin,Health Benefit
香煎秋刀鱼,食谱的功效,润燥,食谱的功效
Pan-Fried Pacific Saury,Health Benefit,Moisten Dryness,Health Benefit
香煎秋刀鱼,食谱的功效,补肝,食谱的功效
Pan-Fried Pacific Saury,Health Benefit,Nourish Liver,Health Benefit
香煎秋刀鱼,食谱的功效,明目,食谱的功效
Pan-Fried Pacific Saury,Health Benefit,Improve Vision,Health Benefit
香煎秋刀鱼,食谱的功效,增强抗疲劳,食谱的功效
Pan-Fried Pacific Saury,Health Benefit,Enhance Anti-Fatigue,Health Benefit
香煎秋刀鱼,食谱的食材构成,秋刀鱼,B3
Pan-Fried Pacific Saury,Ingredient,Pacific Saury,B3
香煎秋刀鱼,食谱的食材构成,盐,D
Pan-Fried Pacific Saury,Ingredient,Salt,D
香煎秋刀鱼,食谱的食材构成,黑胡椒粉,D
Pan-Fried Pacific Saury,Ingredient,Black Pepper Powder,D
香煎秋刀鱼,食谱的食材构成,橄榄油,D
Pan-Fried Pacific Saury,Ingredient,Olive Oil,D
芝士焗菠菜蛋,食谱的功效,明目,食谱的功效
Cheese Baked Spinach Egg,Health Benefit,Improve Vision,Health Benefit
芝士焗菠菜蛋,食谱的功效,养肝,食谱的功效
Cheese Baked Spinach Egg,Health Benefit,Nourish Liver,Health Benefit
芝士焗菠菜蛋,食谱的功效,补益气血,食谱的功效
Cheese Baked Spinach Egg,Health Benefit,Tonify Qi and Blood,Health Benefit
芝士焗菠菜蛋,食谱的功效,安神,食谱的功效
Cheese Baked Spinach Egg,Health Benefit,Calm the Mind,Health Benefit
芝士焗菠菜蛋,食谱的功效,定心,食谱的功效
Cheese Baked Spinach Egg,Health Benefit,Stabilize the Heart,Health Benefit
芝士焗菠菜蛋,食谱的食材构成,菠菜,A2
Cheese Baked Spinach Egg,Ingredient,Spinach,A2
芝士焗菠菜蛋,食谱的食材构成,鸡蛋,B2
Cheese Baked Spinach Egg,Ingredient,Egg,B2
芝士焗菠菜蛋,食谱的食材构成,奶酪碎,B2
Cheese Baked Spinach Egg,Ingredient,Cheese,B2
芝士焗菠菜蛋,食谱的食材构成,盐,D
Cheese Baked Spinach Egg,Ingredient,Salt,D
芝士焗菠菜蛋,食谱的食材构成,黑胡椒粉,D
Cheese Baked Spinach Egg,Ingredient,Black Pepper Powder,D
蜂蜜柠檬烤鱼,食谱的功效,清热,食谱的功效
Honey Lemon Baked Fish,Health Benefit,Clear Heat,Health Benefit
蜂蜜柠檬烤鱼,食谱的功效,解毒,食谱的功效
Honey Lemon Baked Fish,Health Benefit,Detoxify,Health Benefit
蜂蜜柠檬烤鱼,食谱的功效,滋养,食谱的功效
Honey Lemon Baked Fish,Health Benefit,Nourish,Health Benefit
蜂蜜柠檬烤鱼,食谱的功效,明目,食谱的功效
Honey Lemon Baked Fish,Health Benefit,Improve Vision,Health Benefit
蜂蜜柠檬烤鱼,食谱的功效,补益肝脏,食谱的功效
Honey Lemon Baked Fish,Health Benefit,Nourish Liver,Health Benefit
蜂蜜柠檬烤鱼,食谱的食材构成,白鱼片,B3
Honey Lemon Baked Fish,Ingredient,White Fish Fillet,B3
蜂蜜柠檬烤鱼,食谱的食材构成,柠檬汁,D
Honey Lemon Baked Fish,Ingredient,Lemon Juice,D
蜂蜜柠檬烤鱼,食谱的食材构成,蜂蜜,D
Honey Lemon Baked Fish,Ingredient,Honey,D
蜂蜜柠檬烤鱼,食谱的食材构成,盐,D
Honey Lemon Baked Fish,Ingredient,Salt,D
蜂蜜柠檬烤鱼,食谱的食材构成,黑胡椒粉,D
Honey Lemon Baked Fish,Ingredient,Black Pepper Powder,D
香炒牛油果鸡蛋,食谱的功效,滋阴,食谱的功效
Fragrant Stir-fried Avocado and Egg,Health Benefit,Nourish Yin,Health Benefit
香炒牛油果鸡蛋,食谱的功效,润燥,食谱的功效
Fragrant Stir-fried Avocado and Egg,Health Benefit,Moisten Dryness,Health Benefit
香炒牛油果鸡蛋,食谱的功效,明目补虚,食谱的功效
Fragrant Stir-fried Avocado and Egg,Health Benefit,Improve Vision and Tonify Deficiency,Health Benefit
香炒牛油果鸡蛋,食谱的功效,强健体质,食谱的功效
Fragrant Stir-fried Avocado and Egg,Health Benefit,Strengthen Physical Fitness,Health Benefit
香炒牛油果鸡蛋,食谱的食材构成,牛油果,A3
Fragrant Stir-fried Avocado and Egg,Ingredient,Avocado,A3
香炒牛油果鸡蛋,食谱的食材构成,鸡蛋,B2
Fragrant Stir-fried Avocado and Egg,Ingredient,Egg,B2
香炒牛油果鸡蛋,食谱的食材构成,盐,D
Fragrant Stir-fried Avocado and Egg,Ingredient,Salt,D
香炒牛油果鸡蛋,食谱的食材构成,黑胡椒粉,D
Fragrant Stir-fried Avocado and Egg,Ingredient,Black Pepper Powder,D
香炒牛油果鸡蛋,食谱的食材构成,橄榄油,D
Fragrant Stir-fried Avocado and Egg,Ingredient,Olive Oil,D
卡真虾仁藜麦饭,食谱的功效,益肾,食谱的功效
Cajun Shrimp Quinoa Rice,Health Benefit,Benefit Kidneys,Health Benefit
卡真虾仁藜麦饭,食谱的功效,明目,食谱的功效
Cajun Shrimp Quinoa Rice,Health Benefit,Improve Vision,Health Benefit
卡真虾仁藜麦饭,食谱的功效,补气,食谱的功效
Cajun Shrimp Quinoa Rice,Health Benefit,Tonify Qi,Health Benefit
卡真虾仁藜麦饭,食谱的功效,养血,食谱的功效
Cajun Shrimp Quinoa Rice,Health Benefit,Nourish Blood,Health Benefit
卡真虾仁藜麦饭,食谱的功效,强身健体,食谱的功效
Cajun Shrimp Quinoa Rice,Health Benefit,Strengthen Body,Health Benefit
卡真虾仁藜麦饭,食谱的食材构成,虾仁,B3
Cajun Shrimp Quinoa Rice,Ingredient,Shrimp,B3
卡真虾仁藜麦饭,食谱的食材构成,藜麦,A1
Cajun Shrimp Quinoa Rice,Ingredient,Quinoa,A1
卡真虾仁藜麦饭,食谱的食材构成,卡真调料,D
Cajun Shrimp Quinoa Rice,Ingredient,Cajun Seasoning,D
卡真虾仁藜麦饭,食谱的食材构成,盐,D
Cajun Shrimp Quinoa Rice,Ingredient,Salt,D
卡真虾仁藜麦饭,食谱的食材构成,橄榄油,D
Cajun Shrimp Quinoa Rice,Ingredient,Olive Oil,D
烤西葫芦番茄帕尼尼,食谱的功效,健脾,食谱的功效
Grilled Zucchini and Tomato Panini,Health Benefit,Strengthen Spleen,Health Benefit
烤西葫芦番茄帕尼尼,食谱的功效,利湿,食谱的功效
Grilled Zucchini and Tomato Panini,Health Benefit,Eliminate Dampness,Health Benefit
烤西葫芦番茄帕尼尼,食谱的功效,养肝,食谱的功效
Grilled Zucchini and Tomato Panini,Health Benefit,Nourish Liver,Health Benefit
烤西葫芦番茄帕尼尼,食谱的功效,明目,食谱的功效
Grilled Zucchini and Tomato Panini,Health Benefit,Improve Vision,Health Benefit
烤西葫芦番茄帕尼尼,食谱的功效,补充营养,食谱的功效
Grilled Zucchini and Tomato Panini,Health Benefit,Supplement Nutrition,Health Benefit
烤西葫芦番茄帕尼尼,食谱的食材构成,帕尼尼面包,C
Grilled Zucchini and Tomato Panini,Ingredient,Panini Bread,C
烤西葫芦番茄帕尼尼,食谱的食材构成,西葫芦片,A2
Grilled Zucchini and Tomato Panini,Ingredient,Zucchini Slices,A2
烤西葫芦番茄帕尼尼,食谱的食材构成,番茄片,A2
Grilled Zucchini and Tomato Panini,Ingredient,Tomato Slices,A2
烤西葫芦番茄帕尼尼,食谱的食材构成,马苏里拉奶酪,B2
Grilled Zucchini and Tomato Panini,Ingredient,Mozzarella Cheese,B2
烤西葫芦番茄帕尼尼,食谱的食材构成,盐,D
Grilled Zucchini and Tomato Panini,Ingredient,Salt,D
烤西葫芦番茄帕尼尼,食谱的食材构成,黑胡椒粉,D
Grilled Zucchini and Tomato Panini,Ingredient,Black Pepper Powder,D
酪梨金枪鱼沙拉,食谱的功效,滋阴,食谱的功效
Avocado Tuna Salad,Health Benefit,Nourish Yin,Health Benefit
酪梨金枪鱼沙拉,食谱的功效,明目,食谱的功效
Avocado Tuna Salad,Health Benefit,Improve Vision,Health Benefit
酪梨金枪鱼沙拉,食谱的功效,补益肝肾,食谱的功效
Avocado Tuna Salad,Health Benefit,Tonify Liver and Kidney,Health Benefit
酪梨金枪鱼沙拉,食谱的功效,缓解视疲劳,食谱的功效
Avocado Tuna Salad,Health Benefit,Relieve Eye Fatigue,Health Benefit
酪梨金枪鱼沙拉,食谱的食材构成,牛油果,A3
Avocado Tuna Salad,Ingredient,Avocado,A3
酪梨金枪鱼沙拉,食谱的食材构成,金枪鱼罐头,B3
Avocado Tuna Salad,Ingredient,Canned Tuna,B3
酪梨金枪鱼沙拉,食谱的食材构成,生菜,A2
Avocado Tuna Salad,Ingredient,Lettuce,A2
酪梨金枪鱼沙拉,食谱的食材构成,盐,D
Avocado Tuna Salad,Ingredient,Salt,D
酪梨金枪鱼沙拉,食谱的食材构成,黑胡椒粉,D
Avocado Tuna Salad,Ingredient,Black Pepper Powder,D
酪梨金枪鱼沙拉,食谱的食材构成,橄榄油,D
Avocado Tuna Salad,Ingredient,Olive Oil,D
甘蓝苹果沙拉,食谱的功效,清热,食谱的功效
Kale Apple Salad,Health Benefit,Clear Heat,Health Benefit
甘蓝苹果沙拉,食谱的功效,解毒,食谱的功效
Kale Apple Salad,Health Benefit,Detoxify,Health Benefit
甘蓝苹果沙拉,食谱的功效,明目,食谱的功效
Kale Apple Salad,Health Benefit,Improve Vision,Health Benefit
甘蓝苹果沙拉,食谱的功效,养肝,食谱的功效
Kale Apple Salad,Health Benefit,Nourish Liver,Health Benefit
甘蓝苹果沙拉,食谱的功效,补虚健脾,食谱的功效
Kale Apple Salad,Health Benefit,Tonify Deficiency and Strengthen Spleen,Health Benefit
甘蓝苹果沙拉,食谱的食材构成,羽衣甘蓝,A2
Kale Apple Salad,Ingredient,Kale,A2
甘蓝苹果沙拉,食谱的食材构成,苹果,A3
Kale Apple Salad,Ingredient,Apple,A3
甘蓝苹果沙拉,食谱的食材构成,柠檬汁,D
Kale Apple Salad,Ingredient,Lemon Juice,D
甘蓝苹果沙拉,食谱的食材构成,橄榄油,D
Kale Apple Salad,Ingredient,Olive Oil,D
甘蓝苹果沙拉,食谱的食材构成,盐,D
Kale Apple Salad,Ingredient,Salt,D
甘蓝苹果沙拉,食谱的食材构成,黑胡椒粉,D
Kale Apple Salad,Ingredient,Black Pepper Powder,D
柠檬烤鳕鱼卷饼,食谱的功效,滋阴,食谱的功效
Lemon Baked Cod Wrap,Health Benefit,Nourish Yin,Health Benefit
柠檬烤鳕鱼卷饼,食谱的功效,清热,食谱的功效
Lemon Baked Cod Wrap,Health Benefit,Clear Heat,Health Benefit
柠檬烤鳕鱼卷饼,食谱的功效,明目护心,食谱的功效
Lemon Baked Cod Wrap,Health Benefit,Improve Vision and Protect Heart,Health Benefit
柠檬烤鳕鱼卷饼,食谱的功效,补益肝肾,食谱的功效
Lemon Baked Cod Wrap,Health Benefit,Tonify Liver and Kidney,Health Benefit
柠檬烤鳕鱼卷饼,食谱的食材构成,鳕鱼,B3
Lemon Baked Cod Wrap,Ingredient,Cod,B3
柠檬烤鳕鱼卷饼,食谱的食材构成,墨西哥薄饼,C
Lemon Baked Cod Wrap,Ingredient,Tortilla,C
柠檬烤鳕鱼卷饼,食谱的食材构成,柠檬汁,D
Lemon Baked Cod Wrap,Ingredient,Lemon Juice,D
柠檬烤鳕鱼卷饼,食谱的食材构成,盐,D
Lemon Baked Cod Wrap,Ingredient,Salt,D
柠檬烤鳕鱼卷饼,食谱的食材构成,黑胡椒粉,D
Lemon Baked Cod Wrap,Ingredient,Black Pepper Powder,D
奶油菠菜炖蛋,食谱的功效,养血,食谱的功效
Creamy Spinach Baked Egg,Health Benefit,Nourish Blood,Health Benefit
奶油菠菜炖蛋,食谱的功效,明目,食谱的功效
Creamy Spinach Baked Egg,Health Benefit,Improve Vision,Health Benefit
奶油菠菜炖蛋,食谱的功效,滋阴,食谱的功效
Creamy Spinach Baked Egg,Health Benefit,Nourish Yin,Health Benefit
奶油菠菜炖蛋,食谱的功效,补虚,食谱的功效
Creamy Spinach Baked Egg,Health Benefit,Tonify Deficiency,Health Benefit
奶油菠菜炖蛋,食谱的功效,助于安神,食谱的功效
Creamy Spinach Baked Egg,Health Benefit,Help Calm the Mind,Health Benefit
奶油菠菜炖蛋,食谱的食材构成,菠菜,A2
Creamy Spinach Baked Egg,Ingredient,Spinach,A2
奶油菠菜炖蛋,食谱的食材构成,鸡蛋,B2
Creamy Spinach Baked Egg,Ingredient,Egg,B2
奶油菠菜炖蛋,食谱的食材构成,牛奶,B2
Creamy Spinach Baked Egg,Ingredient,Milk,B2
奶油菠菜炖蛋,食谱的食材构成,奶酪碎,B2
Creamy Spinach Baked Egg,Ingredient,Cheese,B2
奶油菠菜炖蛋,食谱的食材构成,盐,D
Creamy Spinach Baked Egg,Ingredient,Salt,D
奶油菠菜炖蛋,食谱的食材构成,黑胡椒粉,D
Creamy Spinach Baked Egg,Ingredient,Black Pepper Powder,D
番茄干香草烤鸡排,食谱的功效,益气,食谱的功效
Tomato Herb Baked Chicken,Health Benefit,Tonify Qi,Health Benefit
番茄干香草烤鸡排,食谱的功效,强身,食谱的功效
Tomato Herb Baked Chicken,Health Benefit,Strengthen Body,Health Benefit
番茄干香草烤鸡排,食谱的功效,明目护肝,食谱的功效
Tomato Herb Baked Chicken,Health Benefit,Improve Vision and Protect Liver,Health Benefit
番茄干香草烤鸡排,食谱的功效,暖中健脾,食谱的功效
Tomato Herb Baked Chicken,Health Benefit,Warm the Middle and Strengthen Spleen,Health Benefit
番茄干香草烤鸡排,食谱的食材构成,鸡排,B1
Tomato Herb Baked Chicken,Ingredient,Chicken Fillet,B1
番茄干香草烤鸡排,食谱的食材构成,番茄干,A2
Tomato Herb Baked Chicken,Ingredient,Dried Tomato,A2
番茄干香草烤鸡排,食谱的食材构成,干香草碎,D
Tomato Herb Baked Chicken,Ingredient,Dried Herbs,D
番茄干香草烤鸡排,食谱的食材构成,橄榄油,D
Tomato Herb Baked Chicken,Ingredient,Olive Oil,D
番茄干香草烤鸡排,食谱的食材构成,盐,D
Tomato Herb Baked Chicken,Ingredient,Salt,D
番茄干香草烤鸡排,食谱的食材构成,黑胡椒粉,D
Tomato Herb Baked Chicken,Ingredient,Black Pepper Powder,D
烤西兰花芝士盅,食谱的功效,清热,食谱的功效
Baked Broccoli Cheese Bowl,Health Benefit,Clear Heat,Health Benefit
烤西兰花芝士盅,食谱的功效,解毒,食谱的功效
Baked Broccoli Cheese Bowl,Health Benefit,Detoxify,Health Benefit
烤西兰花芝士盅,食谱的功效,健脾,食谱的功效
Baked Broccoli Cheese Bowl,Health Benefit,Strengthen Spleen,Health Benefit
烤西兰花芝士盅,食谱的功效,明目,食谱的功效
Baked Broccoli Cheese Bowl,Health Benefit,Improve Vision,Health Benefit
烤西兰花芝士盅,食谱的功效,补益营养,食谱的功效
Baked Broccoli Cheese Bowl,Health Benefit,Nourish Nutrition,Health Benefit
烤西兰花芝士盅,食谱的食材构成,西兰花,A2
Baked Broccoli Cheese Bowl,Ingredient,Broccoli,A2
烤西兰花芝士盅,食谱的食材构成,马苏里拉奶酪,B2
Baked Broccoli Cheese Bowl,Ingredient,Mozzarella Cheese,B2
烤西兰花芝士盅,食谱的食材构成,盐,D
Baked Broccoli Cheese Bowl,Ingredient,Salt,D
烤西兰花芝士盅,食谱的食材构成,黑胡椒粉,D
Baked Broccoli Cheese Bowl,Ingredient,Black Pepper Powder,D
烤西兰花芝士盅,食谱的食材构成,橄榄油,D
Baked Broccoli Cheese Bowl,Ingredient,Olive Oil,D
黑橄榄烤土豆泥,食谱的功效,益气,食谱的功效
Black Olive Baked Mashed Potato,Health Benefit,Tonify Qi,Health Benefit
黑橄榄烤土豆泥,食谱的功效,健脾,食谱的功效
Black Olive Baked Mashed Potato,Health Benefit,Strengthen Spleen,Health Benefit
黑橄榄烤土豆泥,食谱的功效,明目,食谱的功效
Black Olive Baked Mashed Potato,Health Benefit,Improve Vision,Health Benefit
黑橄榄烤土豆泥,食谱的功效,安神,食谱的功效
Black Olive Baked Mashed Potato,Health Benefit,Calm the Mind,Health Benefit
黑橄榄烤土豆泥,食谱的功效,增强能量,食谱的功效
Black Olive Baked Mashed Potato,Health Benefit,Boost Energy,Health Benefit
黑橄榄烤土豆泥,食谱的食材构成,土豆,A1
Black Olive Baked Mashed Potato,Ingredient,Potato,A1
黑橄榄烤土豆泥,食谱的食材构成,黑橄榄,A2
Black Olive Baked Mashed Potato,Ingredient,Black Olive,A2
黑橄榄烤土豆泥,食谱的食材构成,盐,D
Black Olive Baked Mashed Potato,Ingredient,Salt,D
黑橄榄烤土豆泥,食谱的食材构成,黑胡椒粉,D
Black Olive Baked Mashed Potato,Ingredient,Black Pepper Powder,D
黑橄榄烤土豆泥,食谱的食材构成,橄榄油,D
Black Olive Baked Mashed Potato,Ingredient,Olive Oil,D
金枪鱼蔬菜汤,食谱的功效,清热解毒,食谱的功效
Tuna Vegetable Soup,Health Benefit,Clear Heat and Detoxify,Health Benefit
金枪鱼蔬菜汤,食谱的功效,补血养心,食谱的功效
Tuna Vegetable Soup,Health Benefit,Nourish Blood and Heart,Health Benefit
金枪鱼蔬菜汤,食谱的功效,明目安神,食谱的功效
Tuna Vegetable Soup,Health Benefit,Improve Vision and Calm Mind,Health Benefit
金枪鱼蔬菜汤,食谱的食材构成,金枪鱼罐头,B3
Tuna Vegetable Soup,Ingredient,Canned Tuna,B3
金枪鱼蔬菜汤,食谱的食材构成,西红柿,A2
Tuna Vegetable Soup,Ingredient,Tomato,A2
金枪鱼蔬菜汤,食谱的食材构成,洋葱碎,A2
Tuna Vegetable Soup,Ingredient,Chopped Onion,A2
金枪鱼蔬菜汤,食谱的食材构成,胡萝卜丁,A2
Tuna Vegetable Soup,Ingredient,Diced Carrot,A2
金枪鱼蔬菜汤,食谱的食材构成,水,D
Tuna Vegetable Soup,Ingredient,Water,D
金枪鱼蔬菜汤,食谱的食材构成,盐,D
Tuna Vegetable Soup,Ingredient,Salt,D
烤茄子鹰嘴豆泥,食谱的功效,健脾补虚,食谱的功效
Roasted Eggplant with Hummus,Health Benefit,Strengthen Spleen and Tonify Deficiency,Health Benefit
烤茄子鹰嘴豆泥,食谱的功效,明目护肝,食谱的功效
Roasted Eggplant with Hummus,Health Benefit,Improve Vision and Protect Liver,Health Benefit
烤茄子鹰嘴豆泥,食谱的功效,润肠通便,食谱的功效
Roasted Eggplant with Hummus,Health Benefit,Moisturize Intestines and Relieve Constipation,Health Benefit
烤茄子鹰嘴豆泥,食谱的食材构成,茄子,A2
Roasted Eggplant with Hummus,Ingredient,Eggplant,A2
烤茄子鹰嘴豆泥,食谱的食材构成,鹰嘴豆泥,C
Roasted Eggplant with Hummus,Ingredient,Hummus,C
烤茄子鹰嘴豆泥,食谱的食材构成,盐,D
Roasted Eggplant with Hummus,Ingredient,Salt,D
烤茄子鹰嘴豆泥,食谱的食材构成,黑胡椒粉,D
Roasted Eggplant with Hummus,Ingredient,Black Pepper Powder,D
烤茄子鹰嘴豆泥,食谱的食材构成,橄榄油,D
Roasted Eggplant with Hummus,Ingredient,Olive Oil,D
烤红薯配羊奶酪,食谱的功效,补中益气,食谱的功效
Roasted Sweet Potato with Goat Cheese,Health Benefit,Tonify Middle and Boost Qi,Health Benefit
烤红薯配羊奶酪,食谱的功效,明目健脾,食谱的功效
Roasted Sweet Potato with Goat Cheese,Health Benefit,Improve Vision and Strengthen Spleen,Health Benefit
烤红薯配羊奶酪,食谱的功效,维持能量,食谱的功效
Roasted Sweet Potato with Goat Cheese,Health Benefit,Maintain Energy,Health Benefit
烤红薯配羊奶酪,食谱的食材构成,红薯,A1
Roasted Sweet Potato with Goat Cheese,Ingredient,Sweet Potato,A1
烤红薯配羊奶酪,食谱的食材构成,羊奶酪,B2
Roasted Sweet Potato with Goat Cheese,Ingredient,Goat Cheese,B2
烤红薯配羊奶酪,食谱的食材构成,盐,D
Roasted Sweet Potato with Goat Cheese,Ingredient,Salt,D
烤红薯配羊奶酪,食谱的食材构成,黑胡椒粉,D
Roasted Sweet Potato with Goat Cheese,Ingredient,Black Pepper Powder,D
迷迭香土豆浓汤,食谱的功效,健脾补虚,食谱的功效
Rosemary Potato Soup,Health Benefit,Strengthen Spleen and Tonify Deficiency,Health Benefit
迷迭香土豆浓汤,食谱的功效,安神定心,食谱的功效
Rosemary Potato Soup,Health Benefit,Calm Mind and Stabilize Heart,Health Benefit
迷迭香土豆浓汤,食谱的功效,明目护眼,食谱的功效
Rosemary Potato Soup,Health Benefit,Improve Vision and Protect Eyes,Health Benefit
迷迭香土豆浓汤,食谱的食材构成,土豆,A1
Rosemary Potato Soup,Ingredient,Potato,A1
迷迭香土豆浓汤,食谱的食材构成,洋葱,A2
Rosemary Potato Soup,Ingredient,Onion,A2
迷迭香土豆浓汤,食谱的食材构成,迷迭香,D
Rosemary Potato Soup,Ingredient,Rosemary,D
迷迭香土豆浓汤,食谱的食材构成,鸡汤,C
Rosemary Potato Soup,Ingredient,Chicken Broth,C
